Gene,MWD_Normal,MWD_Tumor,Difference,SD_Difference,SD_Normal,SD_Tumor,CV_Normal,CV_Tumor,Gene_Name
FGF1,7.200156508089012e-05,0.1850717181817094,0.1849997166166285,0.2124160705563964,0.0007164065270750036,0.21235212004024204,9.9498743710662,1.1474044879820473,
TGFB2,0.0,0.18004742992420436,0.18004742992420436,0.3002902672287847,0.0,0.3002902672287847,,1.667839787300489,
MAPK9,0.6103431252870402,0.790359986504792,0.18001686121775184,0.41864162547029754,0.21909814559879412,0.3771909323221186,0.3589753640556757,0.4772394083235028,
ZBTB17,5.7196354488478847e-05,0.17875754585457154,0.17870034950008307,0.3085411404746448,0.0005690965416433329,0.308702995611702,9.9498743710662,1.7269368637609726,
PLCB3,0.015457615460067773,0.19415751214421242,0.17869989668414465,0.21336211035287359,0.033082311291016714,0.20757884159772358,2.1401949981534645,1.069125985934257,
BCL2,0.0,0.17861241599650107,0.17861241599650107,0.29666195112894594,0.0,0.29666195112894594,,1.660925694744297,
MSH3,0.0,0.17706232080355314,0.17706232080355314,0.2333876843974775,0.0,0.2333876843974775,,1.3181103881294776,
GLI2,0.047118711174522515,0.2231478490548202,0.1760291378802977,0.3069692103464108,0.12061130580395765,0.2717051118257661,2.559732700608611,1.2176013032463375,
CEBPA,0.0,0.1756337612593565,0.1756337612593565,0.20623417411120568,0.0,0.20623417411120568,,1.1742285346076593,
TFG,0.0,0.17537088994806166,0.17537088994806166,0.3015368938181687,0.0,0.3015368938181687,,1.7194238673674562,
CCDC6,0.0009357965907647246,0.1745555606749965,0.17361976408423177,0.29682262230541206,0.008042215083855149,0.29616720204245744,8.593977754592077,1.6966930236836661,
GNB5,0.03356587167536554,0.20596137234287717,0.17239550066751164,0.2587212039510712,0.06735458073112593,0.24717119616445024,2.006638808089063,1.2000852070113828,
GSTO1,0.0,0.16857047828288763,0.16857047828288763,0.2015602472976592,0.0,0.2015602472976592,,1.1957031228173274,
HSP90B1,0.6096784058839819,0.44169167285356087,-0.16798673303042105,0.44144338180104026,0.22494906001929546,0.3593993957556907,0.3689634696724061,0.813688411723457,
RAC3,0.0007482234752959335,0.1633984134517518,0.16265018997645586,0.22052751918263291,0.007444729580677094,0.2198464138001248,9.949874371066201,1.345462352760487,
XIAP,0.0,0.16169383015649688,0.16169383015649688,0.22220565491084224,0.0,0.22220565491084224,,1.3742370670283364,
ADCY6,0.2507709613766337,0.0919582488751424,-0.1588127125014913,0.34845900416398,0.3408340336423927,0.12509557895277143,1.3591447421637188,1.3603519040757475,
BCR,0.0,0.15749456983547344,0.15749456983547344,0.18577463099746977,0.0,0.18577463099746977,,1.1795621346916219,
VEGFD,1.040909191074736,0.8837108837729651,-0.15719830730177076,0.5590444050704984,0.4205245274464385,0.3057712426701214,0.4039973237360389,0.3460082344631135,
FOXO1,0.00011344854021789719,0.1566881871275113,0.15657473858729343,0.1821194968663534,0.001128798722748929,0.18218090008244223,9.949874371066205,1.1626970955646145,
HGF,0.38650372495578106,0.5417296393270719,0.1552259143712908,0.6130941980341233,0.5231326949336927,0.2965200819193035,1.3534997495652676,0.5473580553717462,
PDGFRA,0.0,0.15459915920396253,0.15459915920396253,0.2724868641820326,0.0,0.2724868641820326,,1.7625378144685828,
GNAI1,0.0027155482010895763,0.1554655861731643,0.15275003797207473,0.2857574217165806,0.011519446687677595,0.2857776465366442,4.242033591248933,1.8382051846402374,
PRKACA,0.23682724821189027,0.38934507743530106,0.15251782922341078,0.39125483085777546,0.1586304991136454,0.3794971845579739,0.669815235836875,0.9747065175648364,
GNB2,0.5510350679996825,0.7033466350238835,0.152311567024201,0.5070499086647001,0.20999979850102385,0.4312763296435102,0.38110060628871784,0.6131774976486031,
FGFR1,0.00025560396758687995,0.1521238912921085,0.1518682873245216,0.1912483133341143,0.0022288833602022054,0.19134471371491663,8.720065581316168,1.2578215827223107,
CASP7,0.0005383562656808706,0.14892642325550934,0.14838806698982845,0.1669221610028542,0.005356577210401001,0.1684524062023677,9.949874371066201,1.1311116088067068,
TXNRD3,0.0,0.14718951337676542,0.14718951337676542,0.14383281599225597,0.0,0.14383281599225597,,0.9771947246274454,
IL7R,0.0855519433488774,0.23160313951903483,0.14605119617015744,0.2638834987839208,0.13295249873926082,0.236645525126968,1.5540558581712849,1.0217716634515601,
MAPK8,0.00021841104905499182,0.14417427663474708,0.1439558655856921,0.21527617374675437,0.002173162499349946,0.21511887373678096,9.949874371066201,1.4920752769356063,
CSF2RA,0.02364796124903855,0.16578781904367987,0.14213985779464133,0.1746312295357455,0.08873375434689838,0.15676077214109052,3.7522792520013124,0.9455506022417063,
PLD2,0.29473834870479204,0.15416260393094633,-0.1405757447738457,0.40844128205896907,0.3642349907579115,0.1580481057721216,1.2357909731072247,1.0252039193818736,
DAPK2,0.7702323587823605,0.9081627526194574,0.13793039383709693,0.47887480198004423,0.21870183050299175,0.5247429240767657,0.28394266744223984,0.577807141465805,
CDK6,0.0,0.13758207802215502,0.13758207802215502,0.2029021291775476,0.0,0.2029021291775476,,1.4747715116272193,
KNG1,0.8350818434117641,0.9708674174870839,0.13578557407531988,0.43390452777837357,0.27404793171564984,0.27811390004327025,0.32816894999897833,0.28645919621354493,
SKP1,0.0,0.13541307284739298,0.13541307284739298,0.20716609032376432,0.0,0.20716609032376432,,1.5298824992859819,
MGST1,0.0,0.1347167450089745,0.1347167450089745,0.15227665884701136,0.0,0.15227665884701136,,1.1303469278215346,
JAG2,0.022779686166776936,0.1532026870528297,0.13042300088605274,0.16482778447268193,0.1225206595871518,0.15630052939479513,5.378505159822712,1.0202205483569435,
RARA,0.014072431738554374,0.1444889510393852,0.1304165193008308,0.17817749996195595,0.046366870664573526,0.16798019404175393,3.2948726649383397,1.162581587265904,
FLT4,0.1993257494612052,0.32857508897381527,0.12924933951261006,0.26038632394649,0.22332271200997553,0.22809223605091394,1.120390680148632,0.6941860284152309,
RUNX1,0.12485953486088602,0.2534757150780994,0.12861618021721338,0.22868554241714242,0.14355475013094554,0.2086489029714796,1.1497299768967508,0.8231514522296227,
MAP2K1,0.0,0.12819804001083399,0.12819804001083399,0.1293220682066642,0.0,0.1293220682066642,,1.0087679046866491,
WNT11,0.0017371859798850813,0.12757309524217114,0.12583590926228605,0.17535195420238278,0.012513725694402978,0.17383466040781614,7.203446170588361,1.3626279120830844,
GNG5,0.12445227736930646,0.24914453613111348,0.12469225876180702,0.26197823325343655,0.12256106417142845,0.23420289638810177,0.9848037075909353,0.9400282262856906,
CDKN2A,0.0,0.12363196885643166,0.12363196885643166,0.22585027225940807,0.0,0.22585027225940807,,1.8267950785583462,
ADCY9,0.4717651591904676,0.34963381567145424,-0.12213134351901334,0.35294196540958184,0.21274209947349298,0.27743131814797356,0.4509491541057227,0.7934910918590086,
CCND1,0.0007882545797962905,0.1228339739140757,0.1220457193342794,0.1957981982271193,0.006979764562722747,0.19527089839153655,8.854708544194612,1.5897140845425355,
TXNRD2,0.008759658075110725,0.12973142876397095,0.12097177068886023,0.15902106306194308,0.034272474550563245,0.1577210990111819,3.912535655694532,1.2157508825261951,
BAX,0.004404350616672314,0.11933586521108569,0.11493151459441338,0.13218705389628416,0.018667489137255126,0.1322662448452175,4.238420317081672,1.108352837692676,
POLK,0.00010318183557809748,0.11090915276741939,0.11080597093184129,0.1439532119593606,0.001026646301378079,0.14387879434826295,9.949874371066203,1.2972670943576867,
AXIN1,0.023553222458214104,0.13390188979761453,0.11034866733940042,0.21433962146511598,0.07568302509254157,0.2020555095753122,3.213276876521301,1.508981761801183,
MAP2K2,0.0,0.10785985126788958,0.10785985126788958,0.14475229711489923,0.0,0.14475229711489923,,1.3420405777807032,
GNAI3,0.0014642974261076702,0.10911343740089602,0.10764913997478835,0.20603444242385968,0.009457649092597645,0.2056574281203017,6.458830647362089,1.8848038611843134,
BIRC2,0.0008519504384815452,0.10702443201581073,0.10617248157732918,0.1435532157691857,0.008476799833266135,0.14383947463200025,9.949874371066196,1.343987273959565,
TP53,0.0,0.10152452592104862,0.10152452592104862,0.12195842599497134,0.0,0.12195842599497134,,1.2012705785970703,
MGST3,0.001270046908641437,0.10195857789450216,0.10068853098586072,0.18339608077689296,0.0077597524489085214,0.18375186149881265,6.10981562658114,1.802220718387648,
STAT5B,0.7935531540676375,0.8928848329838642,0.09933167891622674,0.4685649511429262,0.308187717533576,0.37785165767491186,0.3883643029504083,0.42318073251641874,
BRCA2,0.026230484885769813,0.12189120463725542,0.0956607197514856,0.17389155213017807,0.06112743363893362,0.15684059688667085,2.3303966322062006,1.2867261206698528,
NCOA4,0.0,0.09496275237849167,0.09496275237849167,0.1688399342194637,0.0,0.1688399342194637,,1.7779595682580978,
GNB1,0.7892517954716081,0.8817357282238814,0.09248393275227329,0.4797345757948901,0.29224046797768555,0.46897545952535497,0.3702753286776633,0.5318775734199097,
CDKN2B,0.0,0.09174312394441236,0.09174312394441236,0.13324391649902576,0.0,0.13324391649902576,,1.4523586157776678,
RBX1,0.003127611724515583,0.09424024976927198,0.09111263804475639,0.1704888836639087,0.013630950579454385,0.17259483133137285,4.35826176011845,1.831434357972693,
GSTT2B,0.0027428665971730598,0.09280051706846285,0.09005765047128979,0.10736468462565456,0.015922108435928416,0.10824709246388617,5.804915358384022,1.1664492384673648,
CAMK2G,0.5143115641615502,0.42596896542987994,-0.08834259873167027,0.38883740895674546,0.26734649050462533,0.3141174372356844,0.5198142704422046,0.7374185978987529,
IGF1,0.005626380382380212,0.0917477115244678,0.08612133114208759,0.11294106413818462,0.023502522067677674,0.10882328215790422,4.17720105474544,1.1861144038331966,
CASP9,0.0010487348460894294,0.0868782867272481,0.08582955188115866,0.13086631574468927,0.005462356392604362,0.13035692741869925,5.208519973349458,1.5004546283002922,
LAMC1,0.5431143490845931,0.6281028123635566,0.08498846327896348,0.4873078247336857,0.4129017325437502,0.28489914924514403,0.7602482483471237,0.45358680718697303,
RAF1,0.0030539511453971284,0.08354746692283915,0.08049351577744203,0.10966076171305962,0.017590458794884686,0.10592933759645706,5.759901831238124,1.2678940666661844,
LAMA4,0.7706466565447546,0.8487534936706601,0.07810683712590549,0.493141576649155,0.3827574174018962,0.36338223743110054,0.4966704444265216,0.42813636720310566,
ROCK1,0.49855620256218125,0.4205905151708543,-0.07796568739132698,0.40087878874322935,0.17406253056905802,0.37523066806744415,0.34913321642477907,0.8921519970915563,
DVL1,0.20554397532054497,0.2810764042540123,0.07553242893346734,0.37154822433764595,0.31079588613297116,0.2104046482897511,1.5120651707172943,0.7485674539211971,
ELK1,0.10178496948797056,0.02880933990780473,-0.07297562958016582,0.22301881273672147,0.2188017651781164,0.07105838971644819,2.1496471068252907,2.4665053050103998,
SOS1,0.0,0.07295127718362052,0.07295127718362052,0.14026115445048043,0.0,0.14026115445048043,,1.9226689355614566,
EGLN1,0.3392011095644741,0.4119158234680701,0.07271471390359602,0.3817212036076716,0.22249768925877061,0.3590428859092085,0.6559462306725712,0.87164140208622,
CALML5,0.00013328352678791954,0.07096123300971222,0.0708279494829243,0.11337755447367981,0.0013261543472724356,0.11332388043815363,9.949874371066198,1.5969829670609499,
RASSF1,0.015691623304135843,0.08598625746552761,0.07029463416139177,0.11876034368446886,0.05673163503721047,0.10250652859667964,3.61540893109878,1.1921268772254112,
BAK1,0.0022888056200900163,0.07213383598103956,0.06984503036094955,0.11493975733478283,0.019114585866155605,0.11817062820693242,8.351336478020292,1.6382135595560683,
IL3RA,0.6311118390847489,0.5619769466502543,-0.06913489243449455,0.5382864104760631,0.4449938366930059,0.22908246313094116,0.7050950546868918,0.407636762497858,
JUN,0.08690315962417172,0.02174164125897655,-0.06516151836519517,0.12726655662262254,0.11596260798338205,0.05606727050674451,1.3343888586431507,2.578796597685366,
NOTCH1,0.0,0.06481515949556511,0.06481515949556511,0.10136645485339107,0.0,0.10136645485339107,,1.5639312722871095,
CXCL12,0.524216592985265,0.5879635335604803,0.06374694057521524,0.42771585731126155,0.31310422526028414,0.2526698183752482,0.5972802643984317,0.42973722680584847,
TRAF6,0.0018785039895362033,0.06460370510552085,0.06272520111598465,0.11093214365465373,0.013273958188801208,0.10902763821279265,7.066239019315847,1.687637543925874,
NRAS,0.00198537094586146,0.06216497395688464,0.06017960301102318,0.1243618117773996,0.011661245769398601,0.12434154727918215,5.87358538398412,2.000186590047008,
VEGFA,0.013088472527909602,0.07260202976280843,0.059513557234898824,0.12148084762115818,0.03931077539627525,0.11052242328780866,3.0034654779195757,1.522304867355452,
LAMC3,0.2499742494058037,0.3089566512957294,0.058982401889925706,0.40487271602464275,0.2268205790860886,0.330788041863955,0.9073757782061469,1.0706616623292207,
MGST2,0.0010739728149620222,0.05978519206837217,0.05871121925341015,0.0920948620774986,0.010685894586812444,0.09507819777779182,9.949874371066198,1.5903302220566171,
TRAF5,0.006908192599353198,0.06503702826071567,0.05812883566136247,0.1157076901625319,0.02153494443930354,0.11156202951749278,3.1173051604438213,1.7153617331694662,
BRAF,0.0,0.057341725843968974,0.057341725843968974,0.10233398102058085,0.0,0.10233398102058085,,1.7846337813242505,
PIK3CB,0.0008490977036832318,0.05787984963887698,0.05703075193519375,0.14956306214954168,0.00746871531651496,0.1496210910118566,8.796061141276237,2.5850290203822244,
TRAF3,0.01959043975285359,0.0762148381378322,0.05662439838497861,0.12103986806557084,0.052183743686600156,0.12287184333885584,2.6637351863936054,1.612177449181823,
GLI3,0.0,0.054624271929726805,0.054624271929726805,0.08505868674293565,0.0,0.08505868674293565,,1.5571591847002044,
SP1,0.4179053248087677,0.47196950539393706,0.054064180585169375,0.48972423233498513,0.35783755512561366,0.31842668733282886,0.8562646462792958,0.6746764011099591,
CDC42,0.06686324404256941,0.11794188163013293,0.05107863758756352,0.1868912403794082,0.09146542595072818,0.1529958298966298,1.3679477754997267,1.2972137444476801,
GNG10,0.0,0.04950432984963798,0.04950432984963798,0.07753452258216019,0.0,0.07753452258216019,,1.5662169918805031,
LAMA5,0.6283271588158029,0.6775220047166934,0.049194845900890516,0.45742798954867636,0.2717167474002125,0.4044512310221594,0.4324446963462669,0.5969565980241205,
CCNA2,0.34508418315889616,0.39424602307389,0.04916183991499384,0.4107130138727588,0.3222908344711768,0.22323366629368727,0.9339484398297558,0.5662293421583826,
APC,0.04819934689266196,0.09670192271360464,0.04850257582094268,0.12434390119717113,0.08645529498287519,0.12962587039291482,1.7937026237182778,1.340468387343432,
BMP2,0.4805196070251017,0.43271963408727077,-0.04779997293783095,0.5517476181504269,0.40817962378570655,0.2807377069042503,0.8494546691086089,0.6487750607767228,
RAC1,0.07118808066632618,0.11738324781981739,0.046195167153491215,0.22301923640500265,0.10366083170029901,0.2004331944898625,1.456154327101184,1.707511064930886,
GNAS,0.43579860354717276,0.39029080273374417,-0.04550780081342859,0.4147740270435856,0.22454278084041682,0.31065392844895684,0.5152443789694505,0.7959550321786202,
RPS6KB2,0.010276292219874328,0.054485292936609336,0.04420900071673501,0.10375590808536637,0.03430414430715814,0.09627458750801379,3.3381830307252254,1.7669830209048158,
AGT,1.0374629605671915,1.0773626227584656,0.039899662191274166,0.47058209717307775,0.3545983187624901,0.3014554978234193,0.34179371432077693,0.279808758402604,
MAPK10,0.0023278214998704626,0.04079207647093815,0.03846425497106769,0.06800707776699473,0.013843316264228306,0.06817572677702395,5.946897674498947,1.6712982685643611,
NFKBIA,0.0066391093646264296,0.04225835575469193,0.0356192463900655,0.08886449233668975,0.025338544134785583,0.08496612772135412,3.8165577253164193,2.0106349668354135,
GSTM1,0.0,0.034230680131910544,0.034230680131910544,0.07067038751953614,0.0,0.07067038751953614,,2.0645335484776344,
COL4A5,0.1531353139386509,0.1250318194128187,-0.02810349452583219,0.2378824637042014,0.14609691736799196,0.18071677782112278,0.9540380569991931,1.4453662969139762,
CKS2,0.07847385800480383,0.050503766422266526,-0.027970091582537306,0.21111284028419014,0.16253830733609356,0.1268658207482137,2.071241448663626,2.5120071181914865,
SUFU,0.01002538973654723,0.03766071927989879,0.02763532954335156,0.09947436353861352,0.040015874027899835,0.093769895938815,3.9914532082501766,2.489859400769974,
CDKN1A,0.0,0.024706624642498797,0.024706624642498797,0.05031260467706517,0.0,0.05031260467706517,,2.0364013864735115,
FZD8,0.0019457509735755745,0.02624120178959041,0.024295450816014835,0.07173863643732695,0.011317198795932933,0.07580907449240568,5.816365480283474,2.888933026020107,
IL13RA1,0.010521991447278646,0.03473498821772043,0.024212996770441787,0.1104661307853804,0.07081680423054591,0.08815236196314548,6.730361318518426,2.537854955084556,
LPAR1,0.0014873913581871024,0.023984586968073544,0.02249719560988644,0.06743405515421666,0.008839912868442816,0.06681965347806748,5.943232640007595,2.785941386733602,
GNG12,0.4294998432089415,0.4499284545628324,0.020428611353890902,0.4130780138482676,0.2840602236159551,0.282436089781637,0.6613744524180571,0.6277355586591264,
EML4,0.012694138817998739,0.032634459300896805,0.019940320482898066,0.08598226534186838,0.03501350559994834,0.07380246315897078,2.758241902184295,2.2614887680073394,
CXCR4,0.01607073695705691,0.032833404152140123,0.016762667195083212,0.09955347079749007,0.038754143742219305,0.08895770007181036,2.4114727187543044,2.7093657319115354,
PTK2,0.2223656383533257,0.2056693627583302,-0.016696275594995508,0.26835951164745336,0.15645121424006833,0.2489450561030703,0.7035763951599244,1.2104139029962901,
RPS6KB1,0.07898187901230244,0.09231155803944242,0.013329679027139982,0.30033517553285555,0.1849865506495724,0.2256090965189666,2.3421391458762124,2.4439961940905546,
RAD51,0.007904713284917408,0.02098233204885242,0.013077618763935013,0.060557914656056755,0.04118487231242655,0.0488372494427441,5.210166495350231,2.3275415396648027,
GSTM5,0.6775231584878958,0.6886097132926859,0.01108655480479015,0.3902227774809461,0.2950144647662754,0.25269458354395474,0.43543082043821524,0.36696343177568524,
