Gene,MWD_Normal,MWD_Tumor,Difference,SD_Difference,SD_Normal,SD_Tumor,CV_Normal,CV_Tumor,Gene_Name
GNG11,1.57645904004163,0.8093559176362498,-0.7671031224053803,0.5305993417614717,0.4835944905951739,0.23952231646769057,0.30675994638110193,0.29594188569995666,
STAT4,0.0,0.7658216145709545,0.7658216145709545,0.27551589516633673,0.0,0.27551589516633673,,0.3597651070748275,
HDAC1,0.3055202435354081,1.0530499017030188,0.7475296581676107,0.5327862705980175,0.24686829242977334,0.4674443208965769,0.8080259742302892,0.4438956977638136,
JAK3,0.002573520265189874,0.7335835929513652,0.7310100726861753,0.36595577836974974,0.013779913479561104,0.36766463474874234,5.354499696758527,0.5011898279643198,
PIK3R1,0.0026080980405613218,0.7328079139951363,0.7301998159545751,0.30667652697107733,0.011444950259283887,0.3062135041493533,4.388236209410546,0.4178632603459924,
ITGA2B,1.1802536596301403,0.4570908092195583,-0.723162850410582,0.6935032290244469,0.6904931688523005,0.19828552063486865,0.5850379392754287,0.4337989664973213,
LAMA3,0.0,0.7216141245914633,0.7216141245914633,0.2445365948467333,0.0,0.2445365948467333,,0.3388744572941611,
IGF1R,0.0003591593948312981,0.7159953311226882,0.7156361717278569,0.575404961774717,0.002191865160953393,0.575159527014104,6.102764378425743,0.8033006669362603,
GNB4,0.2757882749298105,0.9841412154447999,0.7083529405149894,0.46432383129958715,0.17861691578452368,0.41883529807510284,0.6476595708428234,0.42558455179199345,
ARHGEF1,0.0,0.7031934646195566,0.7031934646195566,0.3756091150901834,0.0,0.3756091150901834,,0.5341476193801038,
DAPK1,0.3822793444549598,1.0742390288626762,0.6919596844077164,0.37386161580114047,0.20867552538520348,0.37751973798753674,0.5458718301474687,0.3514299218743024,
GSTM2,0.0,0.6895550450009806,0.6895550450009806,0.38519311877866597,0.0,0.38519311877866597,,0.558611124044663,
IKBKG,0.0,0.6868169374471088,0.6868169374471088,0.37832691771464116,0.0,0.37832691771464116,,0.5508409840923234,
ADCY3,0.002132208007873967,0.6861955109620338,0.6840633029541598,0.4302089014604072,0.014518096285316636,0.42788599558469426,6.808949329382121,0.6235628020719718,
RXRB,0.036220727696502926,0.7108350349167116,0.6746143072202087,0.5298609541399752,0.06726812208642997,0.5357049443009761,1.857172021779249,0.7536276604089226,
PML,0.0,0.6599649681596625,0.6599649681596625,0.4050807203875242,0.0,0.4050807203875242,,0.61379124640071,
CTNNA1,0.00013781138956266189,0.6577542837090014,0.6576164723194386,0.21309261954981149,0.0009648669655661103,0.2131810108529948,7.001358658584543,0.3241043291286396,
HSP90AA1,0.15672019711069907,0.8089730357193757,0.6522528386086767,0.6040018462659875,0.11862450382422654,0.606396212478873,0.7569190570915139,0.749587669432811,
TRAF1,0.0,0.6497058221929818,0.6497058221929818,0.18873591799023354,0.0,0.18873591799023354,,0.29049442308087153,
PIK3CA,0.0,0.6484841837157996,0.6484841837157996,0.45120833440478514,0.0,0.45120833440478514,,0.6957892663154429,
MLH1,0.1381658283078988,0.7847972359428133,0.6466314076349144,0.48720803892682024,0.12774434407466692,0.45358808585934907,0.9245726359342059,0.5779685058579911,
ITGA6,0.0003350301194893453,0.6396792656885845,0.6393442355690951,0.3679896560826983,0.002138412898107795,0.36800539950450245,6.382748217883142,0.5752967451717573,
CBL,0.010203363204555777,0.6490482609895832,0.6388448977850275,0.3422906628445103,0.029101085664915306,0.33741672328143174,2.852107200488731,0.519863843047639,
MMP1,0.026585464526849463,0.6576291619561893,0.6310436974293397,0.3226124210110744,0.058565021983752824,0.31225429405114524,2.202896320453842,0.4748181986369202,
GNG7,0.09014032145620295,0.7120012517597399,0.621860930303537,0.31102722149650514,0.10276902224760447,0.2776039776138679,1.1401004632265208,0.3898925415197774,
JAK1,0.5987461438574337,1.2161786262547338,0.6174324823973001,0.4322869908607325,0.16464027506631249,0.3965679570202955,0.2749750904542187,0.32607706504556894,
SMAD2,0.010828083008305513,0.6006258620301624,0.5897977790218569,0.4392302454532641,0.03300070530797065,0.43761763339092785,3.0476960033145266,0.7286027143615594,
CREBBP,0.024631079814307663,0.6118894677259864,0.5872583879116787,0.4735263841397299,0.06985345247816029,0.4654780451568,2.835988231323254,0.7607224338844942,
CALML3,0.013518097904289933,0.6006201035545048,0.5871020056502149,0.29335196218176,0.02993140454033149,0.2953108564908758,2.2141727891194543,0.4916766101287801,
FZD1,0.00028662503164099585,0.5746107934559909,0.5743241684243499,0.32533135264330626,0.002851883056430783,0.3252330011650486,9.9498743710662,0.5660057292153146,
PLCB1,1.5695172897809129,0.9957038870105848,-0.5738134027703281,0.6035403755396996,0.5281814136544171,0.2951370571472025,0.3365247500574812,0.296410470017644,
RALA,0.5790530038426152,0.012319395173721364,-0.5667336086688938,0.4445599293140321,0.4432975488844629,0.03977757560279391,0.7655560819868397,3.2288578328621105,
PTEN,0.03199710896159799,0.5894274181398996,0.5574303091783016,0.4266726951371421,0.059120015865208944,0.4190756525332404,1.847667423208862,0.7109877138999555,
MITF,0.04190536436261093,0.5949042206591654,0.5529988562965544,0.3269076371652989,0.07495225007917222,0.31204748858797865,1.7886075260103595,0.5245339968209067,
GNG2,0.2715243168948409,0.8137035255440037,0.5421792086491628,0.4895517896142382,0.25378150812789924,0.3753668289765459,0.9346548074594243,0.46130662728245325,
FZD7,0.0,0.5382003322019322,0.5382003322019322,0.485092093034449,0.0,0.485092093034449,,0.9013225448037125,
COL4A1,1.3095535253866595,0.7720837757783791,-0.5374697496082804,0.4455981286587177,0.3668879838004553,0.260747955629677,0.2801626483286567,0.3377197705868162,
NCOA3,0.08589153856342228,0.6223616914556949,0.5364701528922726,0.5602429017048305,0.11190647613113198,0.5260667641073832,1.3028812616798136,0.8452749764801891,
STAT1,0.032712503253903555,0.5616082667102339,0.5288957634563304,0.3963041330073586,0.05711415217282354,0.3838707492633213,1.7459425752142084,0.6835204750669783,
EGFR,5.0662472811771415e-05,0.5266442041710211,0.5265935416982093,0.359924103050092,0.0005040852398046827,0.35989435151075,9.949874371066201,0.6833728514628803,
CSF1R,0.0011157132056704988,0.526585045652179,0.5254693324465085,0.2982308881445845,0.009010397559675394,0.2971855978802086,8.075908319343148,0.5643639148774958,
SLC2A1,0.0011488616651572092,0.5258653977164043,0.524716536051247,0.30678233265508287,0.007186690861244914,0.30688042858975645,6.255488436252674,0.5835722029294939,
TXNRD1,0.0,0.5190797385965261,0.5190797385965261,0.3637988956059855,0.0,0.3637988956059855,,0.7008535848261294,
CASP8,0.0,0.5130571550030821,0.5130571550030821,0.3655692442464897,0.0,0.3655692442464897,,0.7125312271384142,
SMAD4,0.0,0.5123788645273017,0.5123788645273017,0.407250628581809,0.0,0.407250628581809,,0.7948232387718033,
MAPK3,1.5188647666693476,1.007550906025952,-0.5113138606433956,0.5322675678955269,0.39991839250988903,0.31197283614524907,0.2633008555375556,0.3096348127716471,
NFKB2,0.005880212922195838,0.5166764783012145,0.5107962653790187,0.3889076729057724,0.013060823534101037,0.3894921245840272,2.221148061628992,0.7538414093566675,
CKS1B,0.4005517875249123,0.904481087950579,0.5039293004256667,0.43842057525816086,0.26208803654481466,0.3518409036386795,0.6543174808039376,0.38899752391274334,
PLCB4,0.01303302722324849,0.5074152612531726,0.4943822340299241,0.3943445450328069,0.02966744832009286,0.39020584632606986,2.276328270624009,0.7690069182435929,
IKBKB,0.0,0.48831195370065006,0.48831195370065006,0.2539755726435465,0.0,0.2539755726435465,,0.5201092676900577,
SOS2,0.13866233009485013,0.6234245213638039,0.48476219126895376,0.41821895590871544,0.14107412928392885,0.37576433590776426,1.017393326561215,0.6027423096636333,
HES1,0.022933745910108792,0.5012854143122492,0.4783516684021404,0.36146678505762764,0.06095785996847352,0.35293292095719725,2.6579984014562736,0.7040558350204787,
RUNX1T1,0.2107019221199687,0.6869558836188312,0.4762539614988625,0.42250302015420665,0.13036762678924116,0.4198434765586875,0.6187301258458047,0.611165122201129,
MMP9,0.017914292423691545,0.4934234864124807,0.47550919398878916,0.21967331488144648,0.036687308954385704,0.20985090603360954,2.047935139535121,0.4252957384727797,
CTBP1,0.0017111070013616585,0.47706470379283067,0.475353596791469,0.3543688216851734,0.011417722861501205,0.3548705296827966,6.672711205328043,0.7438624716132889,
CDKN1B,0.1358599160708284,0.6088634299784812,0.47300351390765283,0.3660551620992887,0.12510024299038552,0.35109476476678675,0.9208031817505798,0.5766396000810812,
NOTCH3,0.0009150660599531199,0.4703669686772522,0.4694519026172991,0.43973466782125015,0.00694025029477252,0.4391452370982626,7.584425429490936,0.9336226103061825,
HSP90AB1,0.502477311210048,0.9694791046060972,0.4670017933960492,0.5607385126188514,0.14266945810872772,0.498839153412963,0.2839321396724485,0.5145434811775991,
WNT7B,0.04549198056570527,0.5122058905153696,0.46671390994966433,0.26815298087898654,0.10020175501188593,0.2505737679868526,2.2026245893418928,0.4892051665683328,
TPR,0.44311693410624564,0.9005009878104783,0.45738405370423263,0.46876533103779544,0.20653200178201628,0.42941521805976524,0.4660891649256996,0.47686257302600654,
FGFR2,0.0,0.45589883631939493,0.45589883631939493,0.34058433125714477,0.0,0.34058433125714477,,0.7470611989422522,
SKP2,0.07007115986059598,0.5235595814008971,0.4534884215403011,0.3756401834910738,0.1250579995802759,0.34287744990060065,1.7847285506487156,0.654896714874662,
GSK3B,0.0,0.45237990008018875,0.45237990008018875,0.33807692885295665,0.0,0.33807692885295665,,0.7473296863831245,
TPM3,0.20964146795430394,0.6484083863715189,0.43876691841721494,0.3875299902247938,0.1500789757756395,0.3915506817141057,0.7158840149333079,0.6038643082721615,
STAT6,0.12052498935709588,0.5487415260333782,0.42821653667628234,0.3856496709169089,0.10712044886657802,0.38268009085987525,0.8887820645160782,0.6973776772939142,
GSTM4,0.0,0.4266078789424601,0.4266078789424601,0.2905568447920381,0.0,0.2905568447920381,,0.6810864476115963,
TGFB1,0.0067394020824039155,0.43247724731671233,0.4257378452343084,0.36551338702687064,0.023600932083972227,0.363569813637578,3.5019326336964713,0.8406680718889428,
ADCY7,0.07749442261133038,0.49484323052284584,0.41734880791151546,0.27634263371479395,0.1268835165568345,0.24997993629039666,1.637324497444323,0.5051699626693299,
ITGB1,0.06884107042253083,0.485472633696472,0.41663156327394113,0.3374533969683754,0.08304003689359249,0.327007822569189,1.2062572005913277,0.6735865214055328,
CAMK2D,0.2916861493651475,0.7068640781918704,0.4151779288267229,0.4423567807610997,0.13902500978890697,0.3872392232732906,0.4766253388839126,0.5478269942134176,
PTGS2,0.0,0.4134377829107572,0.4134377829107572,0.3620850771766127,0.0,0.3620850771766127,,0.8757909705963441,
ELOB,0.1261436378725233,0.537883525105541,0.41173988723301774,0.3519126009296159,0.15373466961493384,0.288018318323876,1.218727097202422,0.5354659603440398,
RB1,0.0003981474373067086,0.4055641491270295,0.4051660016897228,0.35525440160085936,0.0028562580443423496,0.35584474474314726,7.173870221703981,0.87740680607272,
EP300,0.31229195871477955,0.7059006988560781,0.39360874014129854,0.45794936580576834,0.1834692637506361,0.4111819207518698,0.5874927567962166,0.5824925820560822,
ABL1,0.03509675649705677,0.4247148851736291,0.3896181286765723,0.33199195671744547,0.08018729728455512,0.3203393236503522,2.2847495121459347,0.7542455770519869,
KIT,0.13551074885944783,0.520323557412969,0.3848128085535212,0.36830889638386166,0.11240250986925604,0.3495338134009222,0.8294730183052879,0.6717624224795672,
VEGFC,0.0019236013842594312,0.38196491414878514,0.3800413127645257,0.22438524886275915,0.016840992477875922,0.22407253219683645,8.754928446030178,0.5866311901871554,
RALBP1,0.0,0.37901627474914895,0.37901627474914895,0.47309854856613776,0.0,0.47309854856613776,,1.2482275302802155,
TGFBR2,1.5791038154421002,1.2073173102782382,-0.371786505163862,0.41795645763442996,0.3734531108166708,0.2760175466303458,0.23649687067098593,0.22862054927940592,
MET,0.0,0.3716771437967181,0.3716771437967181,0.29854093449358254,0.0,0.29854093449358254,,0.8032265084798003,
IL6ST,1.5990166700994926,1.2314217385590398,-0.36759493154045275,0.43277304495290725,0.3265580679250488,0.29302788675358515,0.20422430486902304,0.23795900102955353,
RPS6KA5,0.0,0.3643440085470986,0.3643440085470986,0.3146810259689276,0.0,0.3146810259689276,,0.8636920563721825,
LAMB2,1.4674256127922922,1.1049011773997408,-0.3625244353925514,0.6250381391709272,0.508471071446811,0.30234811362229425,0.34650551756369197,0.27364267484431154,
FH,0.0,0.35939951012374804,0.35939951012374804,0.35268894787828453,0.0,0.35268894787828453,,0.9813284045847671,
BCL2L1,0.0,0.3579001812037337,0.3579001812037337,0.35880950676046414,0.0,0.35880950676046414,,1.0025407239350148,
PRKCA,0.7610517557936259,1.1157173577615616,0.3546656019679356,0.456986243808265,0.28700129472162483,0.3897746145644751,0.37711140213104094,0.3493488846910754,
MECOM,0.0,0.35109124608792897,0.35109124608792897,0.3960906675968548,0.0,0.3960906675968548,,1.1281701609206627,
MAPK1,0.2711085729158549,0.6218946548949391,0.35078608197908423,0.4391672649411922,0.12993395035397598,0.4288001918482299,0.4792690579884544,0.689506154254807,
ARAF,0.0001946875422041123,0.3463047517019101,0.346110064159706,0.2955428500395884,0.0018961231366642533,0.2954616288073585,9.739314160514386,0.8531838715908928,
CASP3,0.6737888457881743,0.32883555897310524,-0.3449532868150691,0.4594485577668732,0.3299416473293477,0.2741129490530929,0.48968107648530995,0.8335867018430085,
GNA12,0.10789687923446976,0.44589733889319044,0.33800045965872066,0.3880274847625672,0.12487655505939742,0.36630153227771706,1.1573694804279675,0.821492976807068,
CTBP2,0.0,0.3354079038705886,0.3354079038705886,0.308120012594125,0.0,0.308120012594125,,0.9186426707255171,
AKT1,0.0,0.3290032782839751,0.3290032782839751,0.3168060388743163,0.0,0.3168060388743163,,0.962926693395648,
RELA,0.0023035030487415435,0.3278760692345146,0.32557256618577307,0.44018560227511355,0.01172519548942784,0.438868477320043,5.090158441871211,1.3385193934545454,
CDK4,0.0007243378825370776,0.32251567374173434,0.3217913358591973,0.3171338795885125,0.007207070933448028,0.31714030958368017,9.9498743710662,0.9833330141890757,
TRAF4,0.0054935211440162255,0.32284272824956667,0.3173492071055504,0.36607779648490946,0.019466678830051976,0.36311954037748123,3.5435703840433748,1.124756758023614,
MAX,0.04858942081906562,0.3558090083125998,0.3072195874935342,0.39485035421427206,0.07234347300638827,0.3885368811922573,1.4888729230952673,1.0919815747073611,
APPL1,1.329452943874364,1.0226775053000596,-0.30677543857430445,0.5252176837432267,0.32753003630221184,0.3967534592030218,0.24636451994134217,0.3879555941602646,
DDB2,0.0,0.30677124380396453,0.30677124380396453,0.2851572850971248,0.0,0.2851572850971248,,0.9295437263322776,
STAT2,0.20058211921470062,0.5043231148879654,0.30374099567326485,0.42108362612369354,0.15879727980155384,0.3612231015594044,0.7916821321026087,0.7162533124020094,
NCOA1,0.0004576610688531405,0.3037078493622179,0.30325018829336475,0.3455575455933261,0.004553670139616627,0.3455189995323055,9.949874371066203,1.137668981087879,
ELOC,0.07714116295409046,0.3784361917025158,0.30129502874842534,0.3041658494698684,0.13822780672339915,0.23327967027095117,1.7918812917775637,0.6164306569661538,
CTNNB1,0.018512826957685573,0.31316929903490587,0.2946564720772203,0.18375912570411276,0.03714435250644277,0.1761220010044455,2.006411694515534,0.5623859093059276,
E2F3,0.004686867359594733,0.29878252173814124,0.2940956543785465,0.34793591250538003,0.01986036066051912,0.349126768999638,4.237448840932511,1.1684979662418788,
TRAF2,0.003717702026649339,0.2866147234978554,0.28289702147120604,0.30388620987068093,0.02356450610633179,0.3000179888685637,6.338460139466805,1.0467640503849014,
ROCK2,0.9605502139819955,0.6952867049523909,-0.2652635090296046,0.4866905460067823,0.2595250748824818,0.3980416990857159,0.2701837666628705,0.5724857044591,
TGFB3,0.0739383335539357,0.337596988247315,0.2636586546933793,0.26813593618695947,0.08945613439749833,0.2694781298030133,1.2098749065292753,0.7982243301459799,
ARHGEF12,1.0685447510152388,0.8056213137279461,-0.2629234372872927,0.5050473601907899,0.313547839776504,0.40535942880083375,0.2934344485606223,0.5031637344909191,
CUL2,0.0,0.2610303373509957,0.2610303373509957,0.35674042522263333,0.0,0.35674042522263333,,1.3666626984546268,
FOS,0.34154398426566923,0.08242985120068466,-0.25911413306498454,0.3092401004747201,0.31576021890035944,0.11121495162674748,0.9245082140130627,1.3492072350826194,
DVL3,0.042088281862182934,0.30081843079943665,0.2587301489372537,0.270231361421637,0.07398654427426293,0.25765159739939275,1.7578893934546935,0.8565020325206592,
STAT3,0.0,0.2562667629660311,0.2562667629660311,0.4252238350790039,0.0,0.4252238350790039,,1.6593015424921433,
BIRC5,0.3080466912001236,0.562067525378315,0.2540208341781913,0.4171210164834589,0.29276923946823674,0.2634511388800294,0.9504054022707816,0.4687179511086438,
FADD,0.0,0.25382186532423634,0.25382186532423634,0.3284520860090138,0.0,0.3284520860090138,,1.2940259720707812,
GRB2,0.00029059717038517187,0.2534276962478048,0.25313709907741966,0.16540436912613382,0.00195091489151497,0.1654813516688284,6.713468300221681,0.6529726392139028,
RHOA,0.01354857667589335,0.263829699298267,0.2502811226223736,0.2465590469419855,0.026724590502596162,0.24226009509831023,1.9725016982888373,0.9182442148957168,
MTOR,0.07916559946564507,0.3288039317640666,0.24963833229842153,0.2583502900865364,0.09116383768012,0.24365808262411712,1.1515587363130082,0.7410437013841856,
LAMA1,0.0060078637968608625,0.2538991800099485,0.24789131621308763,0.24087960399319586,0.023287935599671017,0.24501175364413014,3.8762422696465046,0.964996238406638,
HIF1A,0.6178456906007945,0.3722003980348192,-0.24564529256597534,0.4040100288564988,0.3687667148832676,0.2557549959424063,0.5968589252838812,0.6871432628572325,
COL4A4,1.0149775584029053,0.7694473459573667,-0.24553021244553852,0.49838695525180354,0.33714107071991173,0.33918494197815474,0.3321660345381551,0.4408163128513126,
WNT2B,0.0,0.24370817279623272,0.24370817279623272,0.2904974941336637,0.0,0.2904974941336637,,1.191989135204555,
COL4A2,0.9824139477797779,0.7389225387849931,-0.24349140899478472,0.46138688419125484,0.3577859527848981,0.30444471659022493,0.36419062819036946,0.41201167999398414,
HMOX1,0.010786679932503542,0.25328076778236436,0.24249408784986082,0.24440345129617144,0.0708568077339464,0.23396236061617473,6.568917236566306,0.9237273033585034,
LEF1,0.01523003922526259,0.25463527050170875,0.23940523127644617,0.2901402294923111,0.03987914911306845,0.29353594932352284,2.618453473640405,1.152770190654138,
ITGA3,0.5416552084131926,0.7780424689171196,0.236387260503927,0.380934081083609,0.1473264395020695,0.36957524241289014,0.2719930265854362,0.475006515938989,
DVL2,0.000151830713916171,0.23501444372797678,0.2348626130140606,0.3062662275516226,0.001510696529135194,0.30614597027097296,9.9498743710662,1.302668744161653,
GNA13,0.0004156572305937463,0.22980927940432486,0.2293936221737311,0.2679530684765402,0.003185077354221148,0.26788495751877284,7.662749784651692,1.1656838149144444,
ZBTB16,1.1611474556039594,0.9328982792896672,-0.2282491763142922,0.612134624182812,0.4716991314408111,0.3014932113103512,0.406235340020154,0.32317908394033684,
FGF2,1.1300829273010442,0.9060143831853595,-0.22406854411568466,0.4535983926817983,0.30022273127119137,0.33000355115646335,0.265664336676785,0.36423654776454983,
LAMA2,0.04597047081366117,0.26890406656229265,0.22293359574863147,0.2767294024725072,0.10649362384187883,0.24203926480681504,2.316565872765258,0.9000952194627585,
LAMB1,0.14221260959610638,0.3624629462983034,0.220250336702197,0.2974665030902816,0.19183569087428343,0.21424371641619608,1.3489358743863151,0.5910775669739098,
BCL2L11,0.05301516547215452,0.2668322741412173,0.21381710866906278,0.3282543268412947,0.15040016968759712,0.2840157491071638,2.8369272895430786,1.0643980381355682,
IFNGR1,0.16588590737828782,0.37563989753333243,0.20975399015504462,0.3103143969236382,0.1608030237650148,0.2478865892377159,0.9693591595958663,0.6599048473431118,
RXRA,0.00044582506903993166,0.2083765891315479,0.207930764062508,0.25586943215458535,0.004435903428419236,0.2555271338278706,9.949874371066201,1.2262756334232758,
COL4A3,0.6021869382994308,0.39426321881277504,-0.20792371948665578,0.32897340503313843,0.23656343718608575,0.2223122653822304,0.3928405319685914,0.5638676264341069,
BAD,7.26446363109408e-05,0.20643335452782816,0.20636070989151722,0.1853907857822624,0.0007228050050256548,0.18545195890556,9.949874371066198,0.8983623762242366,
ARHGEF11,0.0,0.2059525873995492,0.2059525873995492,0.2801891488166193,0.0,0.2801891488166193,,1.3604546189703886,
F2,0.5467582093882373,0.7509913675625884,0.20423315817435117,0.34109817294195943,0.16361533721844904,0.2876935654396476,0.29924623793306504,0.38308504979675534,
CRK,0.8153740640043202,0.6196501923051317,-0.19572387169918848,0.4555558432043763,0.25560767731724227,0.36298288293769804,0.31348517030569656,0.5857867671877618,
WNT2,0.0013638769943751295,0.19410774287449384,0.19274386588011871,0.20583520091024407,0.008043594482036431,0.20701261876593757,5.89759524884549,1.066483055752123,
RALB,0.0,0.19154740143935794,0.19154740143935794,0.1937924281903817,0.0,0.1937924281903817,,1.011720476154486,
SMAD3,0.00022753532791186046,0.1896186041206679,0.18939106879275602,0.19939033673487214,0.002263947927702365,0.19924182265868787,9.949874371066205,1.0507503922552663,
KITLG,0.015838325774800252,0.20267605360980961,0.18683772783500935,0.19742826801542912,0.04111704313340402,0.20311956435374898,2.5960473169975935,1.0021882740266554,
KIF7,0.00951714647762413,0.19560657474341736,0.18608942826579322,0.1955818005518952,0.039500212552067565,0.19264112798737343,4.150426038407306,0.9848397388485852,
